,0,1,2
AT1G72280,AT1G72280,"AERO1,  ENDOPLASMIC RETICULUM OXIDOREDUCTINS 1,  ERO1","Encodes an oxidoreductin required for oxidative protein folding in the ER and exists in two distinct oxidized isoforms (Ox1 and Ox2), which are determined by the formation or breakage of the putative regulatory disulfide. AtERO1 is mainly present in the Ox1 redox state."
AT1G72590,AT1G72590,"POLYPRENOL REDUCTASE 1,  PPRD1",Encodes a polyphenol reductase.
AT1G72680,AT1G72680,"ATCAD1,  CAD1,  CINNAMYL ALCOHOL DEHYDROGENASE 1,  CINNAMYL-ALCOHOL DEHYDROGENASE",cinnamyl-alcohol dehydrogenase;(source:Araport11)
AT1G72810,AT1G72810,,Pyridoxal-5-phosphate-dependent enzyme family protein;(source:Araport11)
AT1G72880,AT1G72880,,Survival protein SurE-like phosphatase/nucleotidase;(source:Araport11)
AT1G72970,AT1G72970,"EDA17,  EMBRYO SAC DEVELOPMENT ARREST 17,  HOTHEAD,  HTH","Originally identified as a mutation that causes floral organs to fuse together. About 10-20% of mutants also have defects in ovules. Mutants have reduced fertility most likely as because of fusions that pistil emergence. The protein has similarity to the mandelonitrile lyase family of FAD containing oxidoreductases and is predicted to be secreted (SignalP).It is expressed in all tissue layers of roots, inflorescences, stems, leaves, and flowers and is also expressed in siliques. Expression is highest in inflorescence and flower tissue.Transmission of mutant alleles to the progeny shows non mendelian segregation- a percentage of mutant alleles revert back to a previous parental (e.g. grandparental) wild type allele. It has been suggested that an RNA template driven or other extra-DNA genomic mechanism may be responsible for the non-mendelian inheritance of HTH. Reversion events in alleles at other loci have also been observed to occur in plants with an hth mutant background indicating a genome wide effect."
AT1G72990,AT1G72990,"BETA-GALACTOSIDASE 17,  BGAL17",beta-galactosidase 17;(source:Araport11)
AT1G73050,AT1G73050,,Glucose-methanol-choline (GMC) oxidoreductase family protein;(source:Araport11)
AT1G73370,AT1G73370,"ARABIDOPSIS THALIANA SUCROSE SYNTHASE 6,  ATSUS6,  SUCROSE SYNTHASE 6,  SUS6",Encodes a protein with sucrose synthase activity (SUS6).
AT1G73500,AT1G73500,"ATMKK9,  MAP KINASE KINASE 9,  MKK9","member of MAP Kinase Kinase family. Autophosphorylates and also phosphorylates MPK3 and MPK6. Independently involved in ethylene and calmalexin biosynthesis. Induces transcription of ACS2, ACS6, ERF1, ERF2, ERF5, ERF6, CYP79B2, CYP79B3, CYP71A13 and PAD3."
AT1G73680,AT1G73680,"ALPHA DIOXYGENASE,  ALPHA DOX2,  ALPHA-DIOXYGENASE 2,  ALPHA-DOX2",Encodes an alpha dioxygenase.  Recombinant protein catalyzes the conversion of a wide range of fatty acids into 2(R)-hydroperoxy derivatives.
AT1G73730,AT1G73730,"ARABIDOPSIS THALIANA SULFUR LIMITATION 1,  ATEIL3,  ATSLIM,  EIL3,  ETHYLENE-INSENSITIVE3-LIKE 3,  SLIM1,  SULFUR LIMITATION 1",Encodes a putative transcription factor involved in ethylene and sulfate starvation  signalling.  Isolated DNA binding domain has been shown to bind DNA in vitro.
AT1G74000,AT1G74000,"SS3,  STRICTOSIDINE SYNTHASE 3","encodes a protein similar to strictosidine synthase, which is involved in the production of monoterpene indole alkaloids. This gene belongs to a family of 13 members in Arabidopsis."
AT1G74030,AT1G74030,"ENO1,  ENOLASE 1","Encodes the plastid-localized phosphoenolpyruvate enolase. Mutant plants have abnormal trichomes, defects in fatty acid metabolism."
AT1G74100,AT1G74100,"ARABIDOPSIS SULFOTRANSFERASE 5A,  ATSOT16,  ATST5A,  CORI-7,  CORONATINE INDUCED-7,  SOT16,  SULFOTRANSFERASE 16","encodes a desulfoglucosinolate sulfotransferase, involved in the final step of glucosinolate core structure biosynthesis. Has a broad-substrate specificity with different desulfoglucosinolates, the best substrate is indole-3-methyl-dsGS, followed by benzyl-dsGS. Expression was induced by wounding, jasmonate and ethylene stimulates."
AT1G74210,AT1G74210,"ATGDPD5,  GDPD5,  GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE 5",Encodes a member of the glycerophosphodiester phosphodiesterase (GDPD) family.
AT1G74260,AT1G74260,"PUR4,  PURINE BIOSYNTHESIS 4",Encodes formylglycinamidine ribonucleotide synthase an enzyme involved in de novo purine biosynthesis. PUR4 is localizes to the chloroplast and mitochondria. Loss of PUR4 function affects male but not female gametophyte development.
AT1G74470,AT1G74470,,Encodes for a multifunctional protein with geranylgeranyl reductase activity shown to catalyze the reduction of prenylated geranylgeranyl-chlorophyll a to phytyl-chlorophyll a (chlorophyll a) and free geranylgeranyl pyrophosphate to phytyl pyrophosphate. The mRNA is cell-to-cell mobile.
AT1G74540,AT1G74540,"CYP98A8,  CYTOCHROME P450, FAMILY 98, SUBFAMILY A, POLYPEPTIDE 8","Encodes a tricoumaroylspermidine / triferuloylspermidine meta-hydroxylase that participates in the formation of N1,N5-di(hydroxyferuloyol)- N10-sinapoyl spermidine, an important constituent of pollen. This gene appears to be expressed in young flower buds and inflorescence tips with notably high levels of expression in the tapetum and pollen."
AT1G74910,AT1G74910,"KJC1,  KONJAC 1",KONJAC1 is imilar to sugar pyrophosphorylases but has an insertion of 2 AA in the pyrophosphorylase consensus motif that is highly conserved in GMPPs. It lacks GDP-mannose pyrophosphorylase activity but can simulate the GDP-mannose pyrophosphorylase activity of VTC1.
AT1G74960,AT1G74960,"ARABIDOPSIS BETA-KETOACYL-ACP SYNTHETASE 2,  ATKAS2,  BETA-KETOACYL-ACP SYNTHETASE 2,  FAB1,  FATTY ACID BIOSYNTHESIS 1,  KAS2","Encodes a plastidic beta-ketoacyl-ACP synthase II, involved in fatty acid elongation from 16:0-ACP to 18:0-ACP. Homozygous knock-out mutants are embryo lethal, indicating early embryo development is sensitive to elevated 16:0."
AT1G75020,AT1G75020,"LPAT4,  LYSOPHOSPHATIDYL ACYLTRANSFERASE 4",lysophosphatidyl acyltransferase 4;(source:Araport11)
AT1G75330,AT1G75330,"ORNITHINE CARBAMOYLTRANSFERASE,  OTC",ornithine carbamoyltransferase;(source:Araport11)
AT1G76170,AT1G76170,,"2-thiocytidine tRNA biosynthesis protein, TtcA;(source:Araport11)"
AT1G76490,AT1G76490,"3-HYDROXY-3-METHYLGLUTARYL COA REDUCTASE 1,  ATHMGR1,  HMG1,  HMGR1,  HYDROXY METHYLGLUTARYL COA REDUCTASE 1,  MAD3,  MIRNA ACTION DEFICIENT 3","Encodes a 3-hydroxy-3-methylglutaryl coenzyme A reductase, which is involved in melavonate biosynthesis and performs the first committed step in isoprenoid biosynthesis. Expression is activated in dark in leaf tissue but not controlled by light in the root (confine The mRNA is cell-to-cell mobile."
AT1G76730,AT1G76730,"CLUSTERS OF ORTHOLOGOUS GROUP 212,  COG0212",Encodes a paralog of ATP-dependent folate salvage enzyme 5-formyltetrahydrofolate cycloligase (5-FCL) that is targeted to chloroplasts and to be required for embryo viability and lacks 5-FCL activity.
AT1G77120,AT1G77120,"ADH,  ADH1,  ALCOHOL DEHYDROGENASE,  ALCOHOL DEHYDROGENASE 1,  ARABIDOPSIS THALIANA ALCOHOL DEHYDROGENASE,  ATADH,  ATADH1",Catalyzes the reduction of acetaldehyde using NADH as reductant. Requires zinc for activity. Dimer. Anaerobic response polypeptide (ANP). Fermentation. The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide. The mRNA is cell-to-cell mobile.
AT1G77320,AT1G77320,"MEI1,  MEIOSIS DEFECTIVE 1",Mutant is defective in meiosis and produces abnormal microspores. Encodes a BRCT-domain-containing protein that could be specific to the meiotic cell cycle and that plays a crucial role in some DNA repair events independent of SPO11 DSB recombination repair.
AT1G77670,AT1G77670,,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein;(source:Araport11)
AT1G78500,AT1G78500,"PEN6,  PENTACYCLIC TRITERPENE SYNTHASE 6","Encodes a protein with pentacyclic triterpene synthase activity. In addition to the compounds lupeol, α-amyrin and bauerenol, this enzyme was also shown to produce two seco-triterpenes: α- and β-seco-amyrin."
AT1G78660,AT1G78660,"ATGGH1,  GAMMA-GLUTAMYL HYDROLASE 1,  GGH1",The Arabidopsis protein AtGGH1 is a gamma-glutamyl hydrolase cleaving pentaglutamates to yield di- and triglutamates. The enzyme is involved in the tetrahydrofolate metabolism and located to the vacuole.
AT1G78800,AT1G78800,,UDP-Glycosyltransferase superfamily protein;(source:Araport11)
AT1G78950,AT1G78950,"ATBAS,  ATLUP4,  BAS,  BETA-AMYRIN SYNTHASE",Terpenoid cyclases family protein;(source:Araport11)
AT1G78955,AT1G78955,"CAMELLIOL C SYNTHASE 1,  CAMS1","Encodes a cyclase that generates predominantly a monocyclic triterpene alcohol. The product is 97% camelliol, 2% achilleol A and 0.2% beta-amyrin. Achilleol is an isomer of camelliol C with a 4-methylenecyclohexanol ring system."
AT1G78960,AT1G78960,"ATLUP2,  LUP2,  LUPEOL SYNTHASE 2","Encodes a multifunctional 2-3-oxidosqualene (OS)-triterpene cyclase that can cyclize OS into lupeol, alpha- and beta-amyrin."
AT1G78970,AT1G78970,"ARABIDOPSIS THALIANA LUPEOL SYNTHASE 1,  ATLUP1,  LUP1,  LUPEOL SYNTHASE 1",Lupeol synthase. Converts oxidosqualene to multiple triterpene alcohols and a triterpene diols. This conversion proceeds through the formation of a 17β-dammarenyl cation.
AT1G79440,AT1G79440,"ALDEHYDE DEHYDROGENASE 5F1,  ALDH5F1,  ENF1,  ENLARGED FIL EXPRESSION DOMAIN 1,  SSADH,  SSADH1,  SUCCINIC SEMIALDEHYDE DEHYDROGENASE,  SUCCINIC SEMIALDEHYDE DEHYDROGENASE 1","Encodes a mitochondrial succinic semialdehyde dehydrogenase (SSADH).  Nomenclature according to Kirch, et al (2004)."
AT1G79460,AT1G79460,"ARABIDOPSIS THALIANA ENT-KAURENE SYNTHASE,  ARABIDOPSIS THALIANA ENT-KAURENE SYNTHASE 1,  ATKS,  ATKS1,  ENT-KAURENE SYNTHASE 1,  GA REQUIRING 2,  GA2,  KS,  KS1",Encodes for a protein with ent-kaurene synthase B activity which catalyzes the second step in the cyclization of GGPP to ent-kaurene in the gibberellins biosynthetic pathway.
AT1G79750,AT1G79750,"ARABIDOPSIS THALIANA NADP-MALIC ENZYME 4,  ATNADP-ME4,  NADP-MALIC ENZYME 4,  NADP-ME4",The malic enzyme (EC 1.1.1.40) encoded by AtNADP-ME4 is localized to chloroplasts. The gene is expressed throughout the whole plant and during embryogenesis and germination. A possible involvement in the fatty acid biosynthesis has been proposed.
AT1G79790,AT1G79790,"ARABIDOPSIS THALIANA CHLOROPLAST FMN HYDROLASE 1,  ATCPFHY1,  FHY1,  FLAVIN MONONUCLEOTIDE HYDROLASE 1,  PYRP1",Encodes a chloroplast-localized FMN hydrolase that whose phosphatase activity is FMN-specific.
AT1G80210,AT1G80210,"ATBRCC36A,  BRCA1/BRCA2-CONTAINING COMPLEX 36 HOMOLOG A,  BRCC36A",Mov34/MPN/PAD-1 family protein;(source:Araport11)
AT1G80360,AT1G80360,"ISS1,  NDOLE SEVERE SENSITIVE1,  REVERSAL OF SAV3 PHENOTYPE 1,  VAS1",Encodes a methionine-specific aminotransferase that uses the ethylene biosynthetic intermediate methionine as an  amino donor and the auxin biosynthetic intermediate indole-3-pyruvic acid as an amino acceptor to produce L-tryptophan  and 2-oxo-4-methylthiobutyric acid. These actions allow VAS1 to coordinate both auxin and ethylene biosynthesis.  It functions downstream of TAA1/SAV3 but upstream of YUCs to negatively modulate IAA biosynthesis directly by altering the 3-IPA pool.
AT1G80380,AT1G80380,"GLYCERATE KINASE,  GLYK",encodes a glycerate kinase which catalyzes the last step of photorespiration C2 cycle.
AT1G80460,AT1G80460,"GLI1,  NHO1,  NONHOST RESISTANCE TO P. S. PHASEOLICOLA 1","Encodes a protein similar to glycerol kinase, which converts glycerol to glycerol 3-phosphate and performs a rate-limiting step in glycerol metabolism. This gene is required for both general and specific resistance against bacteria and fungi. Arabidopsis thaliana glycerol kinase (GLR1) mRNA.Involved in flagellin-induced non-host resistance to Pseudomonas. Coronatine partially suppresses flagellin-induced expression of NHO1."
AT1G80600,AT1G80600,"HOPW1-1-INTERACTING 1,  TUMOR PRONE 5,  TUP5,  WIN1",Encodes HopW1-1-Interacting protein 1 (WIN1).  Interacts with the P. syringae effector HopW1-1.  WIN1 is a putative acetylornithine transaminase.  Modulates plant defenses against bacteria.  Three WIN proteins are identified so far (WIN1: AT1G80600; WIN2: AT4G31750; WIN3: AT5G13320). Mediates red-light inhibition of seed germination.
AT1G80860,AT1G80860,"ARABIDOPSIS PHOSPHOLIPID N-METHYLTRANSFERASE,  ATPLMT,  PHOSPHOLIPID N-METHYLTRANSFERASE,  PLMT","Encodes a single-copy phospholipid N-methyltransferase, involved in phosphatidylcholine biosynthesis. Has specific activity towards phosphatidylmonomethylethanolamine and phosphatidyldimethylethanolamine, but not phosphatidylethanolamine."
AT1G80950,AT1G80950,"ATLPEAT1,  LPEAT1,  LYSOPHOSPHATIDYLETHANOLAMINE ACYLTRANSFERASE1",Encodes an acyl-CoA: lysophosphatidylethanolamine acyltransferase with 16:0-CoA being the best acyl donor. Mutations adversely affect the growth of plants and result in decreased lipid content in roots and seeds.
AT2G01140,AT2G01140,"ATFBA3,  FBA3,  FRUCTOSE-BISPHOSPHATE ALDOLASE 3,  PDE345,  PIGMENT DEFECTIVE 345",Aldolase superfamily protein;(source:Araport11)
AT2G01350,AT2G01350,"QPT,  QUINOLINATE PHOSHORIBOSYLTRANSFERASE",At2g01350 encodes quinolinate phosphoribosyl transferase involved in NAD biosynthesis as shown by heterologous expression in E. coli.
AT2G01470,AT2G01470,"ATSEC12,  SEC12P-LIKE 2 PROTEIN,  STL2P",Sec12p-like protein (GTP exchange protein) that functionally complements yeast sec12 null mutant. Protein is localized to the ER.
AT2G02380,AT2G02380,"ATGSTZ2,  GLUTATHIONE S-TRANSFERASE (CLASS ZETA) 2,  GSTZ2",Encodes glutathione transferase belonging to the zeta class of GSTs. Naming convention according to Wagner et al. (2002).
AT2G02500,AT2G02500,"2-C-METHYL-D-ERYTHRITOL 4-PHOSPHATE CYTIDYLTRANSFERASE,  ATMEPCT,  ISPD,  MCT",Encodes a protein with 4-Diphosphocytidyl-2C-methyl-D-erythritol synthase activity. The enzyme has an absolute requirement for divalent cations (Mg2+ reaches the highest catalytic activity).
AT2G04400,AT2G04400,"IGPS,  INDOLE-3-GLYCEROL PHOSPHATE SYNTHASE",Acts during tryptophan biosynthesis controlled by ERF109.
AT2G05320,AT2G05320,"GNT-II,  GNT2,  N-ACETYLGLUCOSAMINYLTRANSFERASE II","beta-1,2-N-acetylglucosaminyltransferase II;(source:Araport11)"
AT2G05710,AT2G05710,"ACO3,  ACONITASE 3","Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. One member of the family (ACO1 - At35830) was shown to specifically bind to the 5' UTR of CSD2 in vitro. ACO3 is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds. The mRNA is cell-to-cell mobile."
AT2G05830,AT2G05830,"5-METHYLTHIORIBOSE KINASE 1,  5-METHYLTHIORIBOSE-1-PHOSPHATE-ISOMERASE1,  MTI1",Encodes a 5-methylthioribose-1-phosphate isomerase.
AT2G05990,AT2G05990,"ENOYL-ACP REDUCTASE 1,  ENR1,  MOD1,  MOSAIC DEATH 1","Encodes enoyl-ACP reductase a component of the fatty acid synthase complex.  A reduced function mutation in this gene, mod1, was found in a screen for premature cell death mutants. Mutant plants have reduced lipid level and pleiotropic morphological defects, including chlorotic and abnormally shaped leaves. The mRNA is cell-to-cell mobile."
AT2G06925,AT2G06925,"ATSPLA2-ALPHA,  PHOSPHOLIPASE A2-ALPHA,  PLA2-ALPHA","Encodes a secretory phospholipase A2 enzyme, which specifically hydrolyzes the sn-2 position of phospholipids. The enzyme has a preference towards linoleoyl acyl chain over palmitoyl acyl chain. It also has a slight preference for phosphatidylcholine over phosphatidylethanolamine."
AT2G07050,AT2G07050,"CAS1,  CYCLOARTENOL SYNTHASE 1",Involved in the biosynthesis of brassinosteroids. Catalyzes the reaction from epoxysqualene to cycloartenol.
AT2G11810,AT2G11810,"ATMGD3,  MGD3,  MGDC,  MONOGALACTOSYL DIACYLGLYCEROL SYNTHASE  3,  MONOGALACTOSYLDIACYLGLYCEROL SYNTHASE TYPE C",MGD3 is the major enzyme for galactolipid metabolism during phosphate starvation.  Does not contribute to galactolipid synthesis under P1-sufficient conditions.
AT2G13360,AT2G13360,"AGT,  AGT1,  ALANINE:GLYOXYLATE AMINOTRANSFERASE,  ALANINE:GLYOXYLATE AMINOTRANSFERASE 1,  L-SERINE:GLYOXYLATE AMINOTRANSFERASE,  SGAT",Encodes a peroxisomal photorespiratory enzyme that catalyzes transamination reactions with multiple substrates. It is involved in photorespiration.
AT2G13540,AT2G13540,"ABA HYPERSENSITIVE 1,  ABH1,  ATCBP80,  CAP-BINDING PROTEIN 80,  CBP80,  ENS,  ENSALADA","Encodes a nuclear cap-binding protein that forms a heterodimeric complex with CBP20 and is involved in ABA signaling and flowering. Mutants are early flowering and exhibit hypersensitive response to ABA in germination inhibition.Loss of ABH1 function results in abnormal processing of mRNAs for several important floral regulators (FLC, CO, FLM). Analysis of loss of function mutations suggests a role in pri-miRNA processing and mRNA splicing. Note that two different mutant alleles were given the same name abh1-7 (Kuhn et al 2007; Kim et al 2008).  To avoid confusion, abh1-7 described in Kim et al (2008) has been renamed abh1-107 (other names: ensalada-1, ens-1)."
AT2G13560,AT2G13560,"NAD-DEPENDENT MALIC ENZYME 1,  NAD-ME1","Encodes an NAD-dependent malic enzyme (NAD-ME) that does not act on oxaloacetate, indicating that it belongs to EC 1.1.1.39. It is a member of the alpha family of NAD-MEs in plants. It appears to function as a homodimer or as a heterodimer with the beta-type NAD-ME2 (At4g00570). NAD-ME1 transcript and protein levels are higher during the night than during the day. The mRNA is cell-to-cell mobile."
AT2G13790,AT2G13790,"ATSERK4,  BAK1-LIKE 1,  BAK7,  BKK1,  BRI1-  ASSOCIATED KINASE 7,  SERK4,  SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE 4",somatic embryogenesis receptor-like kinase 4;(source:Araport11)
AT2G13810,AT2G13810,"AGD2-LIKE DEFENSE RESPONSE PROTEIN 1,  ALD1,  ATALD1,  EDS TWO SUPPRESSOR 5,  EDTS5","ALD1 is a L-lysine alpha-aminotransferase. It is part of the pipecolic acid biosynthetic pathway, where it catalyzes the biochemical conversion of lysine to epsilon-amino-alpha-ketocaproic acid (KAC) which is subject to subsequent transamination, cyclization and isomerization to form 2,3-dehydropipecolic acid."
